Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low
24-08-2020,24-08-2020,Andhra Pradesh,,,,,270158.0,332697.6340766313,207617.6299249214
25-08-2020,25-08-2020,Andhra Pradesh,,,,,276948.0,342957.3868103896,210939.02682581428
26-08-2020,26-08-2020,Andhra Pradesh,,,,,283780.0,353320.0921529128,214239.67687491042
03-04-2020,03-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
04-04-2020,04-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
05-04-2020,05-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
06-04-2020,06-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
07-04-2020,07-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
08-04-2020,08-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
09-04-2020,09-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
10-04-2020,10-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
11-04-2020,11-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
12-04-2020,12-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
13-04-2020,13-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
14-04-2020,14-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
15-04-2020,15-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
16-04-2020,16-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
17-04-2020,17-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
18-04-2020,18-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
19-04-2020,19-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
20-04-2020,20-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
21-04-2020,21-04-2020,Arunachal Pradesh,1,1,0.0,0.0,,,
22-04-2020,22-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
23-04-2020,23-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
24-04-2020,24-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
25-04-2020,25-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
26-04-2020,26-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
27-04-2020,27-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
28-04-2020,28-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
29-04-2020,29-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
30-04-2020,30-04-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
01-05-2020,01-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
02-05-2020,02-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
03-05-2020,03-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
04-05-2020,04-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
05-05-2020,05-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
06-05-2020,06-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
07-05-2020,07-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
08-05-2020,08-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
09-05-2020,09-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
10-05-2020,10-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
11-05-2020,11-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
12-05-2020,12-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
13-05-2020,13-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
14-05-2020,14-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
15-05-2020,15-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
16-05-2020,16-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
17-05-2020,17-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
18-05-2020,18-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
19-05-2020,19-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
20-05-2020,20-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
21-05-2020,21-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
22-05-2020,22-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
23-05-2020,23-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
24-05-2020,24-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
25-05-2020,25-05-2020,Arunachal Pradesh,1,0,1.0,0.0,,,
26-05-2020,26-05-2020,Arunachal Pradesh,2,1,1.0,0.0,,,
27-05-2020,27-05-2020,Arunachal Pradesh,2,1,1.0,0.0,,,
28-05-2020,28-05-2020,Arunachal Pradesh,2,1,1.0,0.0,,,
29-05-2020,29-05-2020,Arunachal Pradesh,3,2,1.0,0.0,,,
30-05-2020,30-05-2020,Arunachal Pradesh,3,2,1.0,0.0,,,
31-05-2020,31-05-2020,Arunachal Pradesh,4,3,1.0,0.0,,,
01-06-2020,01-06-2020,Arunachal Pradesh,4,3,1.0,0.0,,,
02-06-2020,02-06-2020,Arunachal Pradesh,22,21,1.0,0.0,,,
03-06-2020,03-06-2020,Arunachal Pradesh,22,21,1.0,0.0,,,
04-06-2020,04-06-2020,Arunachal Pradesh,38,37,1.0,0.0,,,
05-06-2020,05-06-2020,Arunachal Pradesh,42,41,1.0,0.0,,,
06-06-2020,06-06-2020,Arunachal Pradesh,45,44,1.0,0.0,,,
07-06-2020,07-06-2020,Arunachal Pradesh,47,46,1.0,0.0,,,
08-06-2020,08-06-2020,Arunachal Pradesh,51,50,1.0,0.0,,,
09-06-2020,09-06-2020,Arunachal Pradesh,51,50,1.0,0.0,,,
10-06-2020,10-06-2020,Arunachal Pradesh,57,56,1.0,0.0,,,
11-06-2020,11-06-2020,Arunachal Pradesh,57,55,2.0,0.0,,,
12-06-2020,12-06-2020,Arunachal Pradesh,61,57,4.0,0.0,,,
13-06-2020,13-06-2020,Arunachal Pradesh,67,63,4.0,0.0,,,
14-06-2020,14-06-2020,Arunachal Pradesh,87,83,4.0,0.0,,,
15-06-2020,15-06-2020,Arunachal Pradesh,91,84,7.0,0.0,,,
16-06-2020,16-06-2020,Arunachal Pradesh,91,84,7.0,0.0,,,
17-06-2020,17-06-2020,Arunachal Pradesh,95,88,7.0,0.0,,,
18-06-2020,18-06-2020,Arunachal Pradesh,99,92,7.0,0.0,,,
19-06-2020,19-06-2020,Arunachal Pradesh,103,93,10.0,0.0,,,
20-06-2020,20-06-2020,Arunachal Pradesh,103,92,11.0,0.0,,,
21-06-2020,21-06-2020,Arunachal Pradesh,135,121,14.0,0.0,,,
22-06-2020,22-06-2020,Arunachal Pradesh,135,120,15.0,0.0,,,
23-06-2020,23-06-2020,Arunachal Pradesh,139,118,21.0,0.0,,,
24-06-2020,24-06-2020,Arunachal Pradesh,148,126,22.0,0.0,,,
25-06-2020,25-06-2020,Arunachal Pradesh,158,120,38.0,0.0,,,
26-06-2020,26-06-2020,Arunachal Pradesh,160,121,38.0,1.0,,,
27-06-2020,27-06-2020,Arunachal Pradesh,172,129,42.0,1.0,,,
28-06-2020,28-06-2020,Arunachal Pradesh,177,122,54.0,1.0,,,
29-06-2020,29-06-2020,Arunachal Pradesh,182,121,60.0,1.0,,,
30-06-2020,30-06-2020,Arunachal Pradesh,187,125,61.0,1.0,,,
01-07-2020,01-07-2020,Arunachal Pradesh,191,128,62.0,1.0,,,
02-07-2020,02-07-2020,Arunachal Pradesh,195,128,66.0,1.0,,,
03-07-2020,03-07-2020,Arunachal Pradesh,195,128,66.0,1.0,,,
04-07-2020,04-07-2020,Arunachal Pradesh,252,176,75.0,1.0,,,
05-07-2020,05-07-2020,Arunachal Pradesh,259,182,76.0,1.0,,,
06-07-2020,06-07-2020,Arunachal Pradesh,269,190,78.0,1.0,,,
07-07-2020,07-07-2020,Arunachal Pradesh,270,176,92.0,2.0,,,
08-07-2020,08-07-2020,Arunachal Pradesh,276,169,105.0,2.0,,,
09-07-2020,09-07-2020,Arunachal Pradesh,287,176,109.0,2.0,,,
10-07-2020,10-07-2020,Arunachal Pradesh,302,180,120.0,2.0,,,
11-07-2020,11-07-2020,Arunachal Pradesh,335,213,120.0,2.0,,,
12-07-2020,12-07-2020,Arunachal Pradesh,341,214,125.0,2.0,,,
13-07-2020,13-07-2020,Arunachal Pradesh,359,219,138.0,2.0,,,
14-07-2020,14-07-2020,Arunachal Pradesh,387,240,145.0,2.0,,,
15-07-2020,15-07-2020,Arunachal Pradesh,462,306,153.0,3.0,,,
16-07-2020,16-07-2020,Arunachal Pradesh,462,306,153.0,3.0,,,
17-07-2020,17-07-2020,Arunachal Pradesh,543,387,153.0,3.0,,,
18-07-2020,18-07-2020,Arunachal Pradesh,609,431,175.0,3.0,,,
19-07-2020,19-07-2020,Arunachal Pradesh,650,373,274.0,3.0,,,
20-07-2020,20-07-2020,Arunachal Pradesh,740,455,282.0,3.0,,,
21-07-2020,21-07-2020,Arunachal Pradesh,790,502,285.0,3.0,,,
22-07-2020,22-07-2020,Arunachal Pradesh,858,552,303.0,3.0,,,
23-07-2020,23-07-2020,Arunachal Pradesh,949,632,314.0,3.0,,,
24-07-2020,24-07-2020,Arunachal Pradesh,991,654,334.0,3.0,,,
25-07-2020,25-07-2020,Arunachal Pradesh,1056,661,392.0,3.0,,,
26-07-2020,26-07-2020,Arunachal Pradesh,1126,695,428.0,3.0,,,
27-07-2020,27-07-2020,Arunachal Pradesh,1158,650,505.0,3.0,,,
28-07-2020,28-07-2020,Arunachal Pradesh,1239,662,574.0,3.0,,,
29-07-2020,29-07-2020,Arunachal Pradesh,1330,710,617.0,3.0,,,
29-07-2020,29-07-2020,Arunachal Pradesh,,,,,1293.0,1315.2163083661032,1270.456777978318
30-07-2020,30-07-2020,Arunachal Pradesh,,,,,1348.0,1379.2043354997388,1316.6512318551097
31-07-2020,31-07-2020,Arunachal Pradesh,,,,,1419.0,1463.325879639468,1373.7972286877675
01-08-2020,01-08-2020,Arunachal Pradesh,,,,,1474.0,1536.8964288752716,1410.9534842096884
02-08-2020,02-08-2020,Arunachal Pradesh,,,,,1537.0,1616.7967670791313,1458.0513983487185
03-08-2020,03-08-2020,Arunachal Pradesh,,,,,1603.0,1701.8987413218024,1503.3963176560196
04-08-2020,04-08-2020,Arunachal Pradesh,,,,,1663.0,1783.215549994594,1542.4393792715039
05-08-2020,05-08-2020,Arunachal Pradesh,,,,,1729.0,1870.566269473312,1586.521782835345
06-08-2020,06-08-2020,Arunachal Pradesh,,,,,1793.0,1958.5811406929038,1627.0604299708161
07-08-2020,07-08-2020,Arunachal Pradesh,,,,,1857.0,2047.0262762328991,1666.5209069508462
08-08-2020,08-08-2020,Arunachal Pradesh,,,,,1923.0,2139.05632432448,1707.4110142290278
09-08-2020,09-08-2020,Arunachal Pradesh,,,,,1989.0,2231.38645495832,1745.947679167643
10-08-2020,10-08-2020,Arunachal Pradesh,,,,,2055.0,2325.492333987513,1784.6656869968983
11-08-2020,11-08-2020,Arunachal Pradesh,,,,,2122.0,2421.6185868574676,1823.2404567295764
12-08-2020,12-08-2020,Arunachal Pradesh,,,,,2190.0,2518.571251445015,1860.663579391634
13-08-2020,13-08-2020,Arunachal Pradesh,,,,,2258.0,2617.357807416693,1898.2277411186328
14-08-2020,14-08-2020,Arunachal Pradesh,,,,,2326.0,2717.543464578503,1935.2673909782484
15-08-2020,15-08-2020,Arunachal Pradesh,,,,,2395.0,2818.9297738706427,1971.7973261025093
16-08-2020,16-08-2020,Arunachal Pradesh,,,,,2465.0,2921.9051320351136,2008.2438779471638
17-08-2020,17-08-2020,Arunachal Pradesh,,,,,2535.0,3026.1232745632506,2044.2238543773317
18-08-2020,18-08-2020,Arunachal Pradesh,,,,,2606.0,3131.6638128352647,2079.9403651969674
19-08-2020,19-08-2020,Arunachal Pradesh,,,,,2677.0,3238.591586890887,2115.4546161904254
20-08-2020,20-08-2020,Arunachal Pradesh,,,,,2749.0,3346.7468759194667,2150.636262839134
21-08-2020,21-08-2020,Arunachal Pradesh,,,,,2821.0,3456.2125306652842,2185.627610329495
22-08-2020,22-08-2020,Arunachal Pradesh,,,,,2894.0,3566.9529489595566,2220.3989745972035
23-08-2020,23-08-2020,Arunachal Pradesh,,,,,2967.0,3678.9183193450544,2254.938760784994
24-08-2020,24-08-2020,Arunachal Pradesh,,,,,3041.0,3792.143318967589,2289.3123399543874
25-08-2020,25-08-2020,Arunachal Pradesh,,,,,3115.0,3906.5859597271865,2323.494253260108
26-08-2020,26-08-2020,Arunachal Pradesh,,,,,3190.0,4022.236662024628,2357.506143293024
02-04-2020,02-04-2020,Assam,1,1,0.0,0.0,,,
03-04-2020,03-04-2020,Assam,16,16,0.0,0.0,,,
04-04-2020,04-04-2020,Assam,24,24,0.0,0.0,,,
05-04-2020,05-04-2020,Assam,24,24,0.0,0.0,,,
06-04-2020,06-04-2020,Assam,26,26,0.0,0.0,,,
07-04-2020,07-04-2020,Assam,26,26,0.0,0.0,,,
08-04-2020,08-04-2020,Assam,27,27,0.0,0.0,,,
09-04-2020,09-04-2020,Assam,28,28,0.0,0.0,,,
10-04-2020,10-04-2020,Assam,29,29,0.0,0.0,,,
11-04-2020,11-04-2020,Assam,29,28,0.0,1.0,,,
12-04-2020,12-04-2020,Assam,29,28,0.0,1.0,,,
13-04-2020,13-04-2020,Assam,29,28,0.0,1.0,,,
14-04-2020,14-04-2020,Assam,31,30,0.0,1.0,,,
15-04-2020,15-04-2020,Assam,32,31,0.0,1.0,,,
16-04-2020,16-04-2020,Assam,33,32,0.0,1.0,,,
17-04-2020,17-04-2020,Assam,35,29,5.0,1.0,,,
18-04-2020,18-04-2020,Assam,35,29,5.0,1.0,,,
19-04-2020,19-04-2020,Assam,35,22,12.0,1.0,,,
20-04-2020,20-04-2020,Assam,35,17,17.0,1.0,,,
21-04-2020,21-04-2020,Assam,35,15,19.0,1.0,,,
22-04-2020,22-04-2020,Assam,35,15,19.0,1.0,,,
23-04-2020,23-04-2020,Assam,35,15,19.0,1.0,,,
24-04-2020,24-04-2020,Assam,36,16,19.0,1.0,,,
25-04-2020,25-04-2020,Assam,36,16,19.0,1.0,,,
26-04-2020,26-04-2020,Assam,36,16,19.0,1.0,,,
27-04-2020,27-04-2020,Assam,36,8,27.0,1.0,,,
28-04-2020,28-04-2020,Assam,36,8,27.0,1.0,,,
29-04-2020,29-04-2020,Assam,38,10,27.0,1.0,,,
30-04-2020,30-04-2020,Assam,38,8,29.0,1.0,,,
01-05-2020,01-05-2020,Assam,42,12,29.0,1.0,,,
02-05-2020,02-05-2020,Assam,43,10,32.0,1.0,,,
03-05-2020,03-05-2020,Assam,43,10,32.0,1.0,,,
04-05-2020,04-05-2020,Assam,43,10,32.0,1.0,,,
05-05-2020,05-05-2020,Assam,43,10,32.0,1.0,,,
06-05-2020,06-05-2020,Assam,43,10,32.0,1.0,,,
07-05-2020,07-05-2020,Assam,45,12,32.0,1.0,,,
08-05-2020,08-05-2020,Assam,54,19,34.0,1.0,,,
09-05-2020,09-05-2020,Assam,59,24,34.0,1.0,,,
10-05-2020,10-05-2020,Assam,63,27,34.0,2.0,,,
11-05-2020,11-05-2020,Assam,63,27,34.0,2.0,,,
12-05-2020,12-05-2020,Assam,65,29,34.0,2.0,,,
13-05-2020,13-05-2020,Assam,65,24,39.0,2.0,,,
14-05-2020,14-05-2020,Assam,80,39,39.0,2.0,,,
15-05-2020,15-05-2020,Assam,87,46,39.0,2.0,,,
16-05-2020,16-05-2020,Assam,90,47,41.0,2.0,,,
17-05-2020,17-05-2020,Assam,92,49,41.0,2.0,,,
18-05-2020,18-05-2020,Assam,101,58,41.0,2.0,,,
19-05-2020,19-05-2020,Assam,107,64,41.0,2.0,,,
20-05-2020,20-05-2020,Assam,142,97,41.0,4.0,,,
21-05-2020,21-05-2020,Assam,170,118,48.0,4.0,,,
22-05-2020,22-05-2020,Assam,203,145,54.0,4.0,,,
23-05-2020,23-05-2020,Assam,259,201,54.0,4.0,,,
24-05-2020,24-05-2020,Assam,329,270,55.0,4.0,,,
25-05-2020,25-05-2020,Assam,378,319,55.0,4.0,,,
26-05-2020,26-05-2020,Assam,526,460,62.0,4.0,,,
27-05-2020,27-05-2020,Assam,616,550,62.0,4.0,,,
28-05-2020,28-05-2020,Assam,781,690,87.0,4.0,,,
29-05-2020,29-05-2020,Assam,856,748,104.0,4.0,,,
30-05-2020,30-05-2020,Assam,1024,895,125.0,4.0,,,
31-05-2020,31-05-2020,Assam,1185,1018,163.0,4.0,,,
01-06-2020,01-06-2020,Assam,1272,1083,185.0,4.0,,,
02-06-2020,02-06-2020,Assam,1390,1109,277.0,4.0,,,
03-06-2020,03-06-2020,Assam,1513,1185,324.0,4.0,,,
04-06-2020,04-06-2020,Assam,1672,1255,413.0,4.0,,,
05-06-2020,05-06-2020,Assam,1988,1542,442.0,4.0,,,
06-06-2020,06-06-2020,Assam,2153,1651,498.0,4.0,,,
07-06-2020,07-06-2020,Assam,2397,1846,547.0,4.0,,,
08-06-2020,08-06-2020,Assam,2565,1946,615.0,4.0,,,
09-06-2020,09-06-2020,Assam,2776,2107,665.0,4.0,,,
10-06-2020,10-06-2020,Assam,2937,1848,1085.0,4.0,,,
11-06-2020,11-06-2020,Assam,3092,1839,1249.0,4.0,,,
12-06-2020,12-06-2020,Assam,3319,1881,1432.0,6.0,,,
13-06-2020,13-06-2020,Assam,3498,1953,1537.0,8.0,,,
14-06-2020,14-06-2020,Assam,3718,2126,1584.0,8.0,,,
15-06-2020,15-06-2020,Assam,4049,2081,1960.0,8.0,,,
16-06-2020,16-06-2020,Assam,4158,1984,2166.0,8.0,,,
17-06-2020,17-06-2020,Assam,4319,2145,2166.0,8.0,,,
18-06-2020,18-06-2020,Assam,4605,1955,2642.0,8.0,,,
19-06-2020,19-06-2020,Assam,4777,2114,2654.0,9.0,,,
20-06-2020,20-06-2020,Assam,4904,1856,3039.0,9.0,,,
21-06-2020,21-06-2020,Assam,4904,1856,3039.0,9.0,,,
22-06-2020,22-06-2020,Assam,5388,2019,3360.0,9.0,,,
23-06-2020,23-06-2020,Assam,5586,2056,3521.0,9.0,,,
24-06-2020,24-06-2020,Assam,5831,2060,3762.0,9.0,,,
25-06-2020,25-06-2020,Assam,6198,2231,3958.0,9.0,,,
26-06-2020,26-06-2020,Assam,6321,2279,4033.0,9.0,,,
27-06-2020,27-06-2020,Assam,6607,2339,4259.0,9.0,,,
28-06-2020,28-06-2020,Assam,6816,2307,4500.0,9.0,,,
29-06-2020,29-06-2020,Assam,7206,2108,5088.0,10.0,,,
30-06-2020,30-06-2020,Assam,7752,2408,5333.0,11.0,,,
01-07-2020,01-07-2020,Assam,8227,2568,5647.0,12.0,,,
02-07-2020,02-07-2020,Assam,8582,2719,5851.0,12.0,,,
03-07-2020,03-07-2020,Assam,9013,2895,6106.0,12.0,,,
04-07-2020,04-07-2020,Assam,9673,3310,6349.0,14.0,,,
05-07-2020,05-07-2020,Assam,10668,3997,6657.0,14.0,,,
06-07-2020,06-07-2020,Assam,11388,4249,7125.0,14.0,,,
07-07-2020,07-07-2020,Assam,12160,4264,7882.0,14.0,,,
08-07-2020,08-07-2020,Assam,12522,4179,8329.0,14.0,,,
09-07-2020,09-07-2020,Assam,13336,4591,8729.0,16.0,,,
10-07-2020,10-07-2020,Assam,14032,5284,8726.0,22.0,,,
11-07-2020,11-07-2020,Assam,14600,5426,9147.0,27.0,,,
12-07-2020,12-07-2020,Assam,15536,6351,9150.0,35.0,,,
13-07-2020,13-07-2020,Assam,16071,5610,10426.0,35.0,,,
14-07-2020,14-07-2020,Assam,16806,5876,10894.0,36.0,,,
15-07-2020,15-07-2020,Assam,17807,6351,11416.0,40.0,,,
16-07-2020,16-07-2020,Assam,18666,6447,12173.0,46.0,,,
17-07-2020,17-07-2020,Assam,19754,6818,12888.0,48.0,,,
18-07-2020,18-07-2020,Assam,20646,6490,14105.0,51.0,,,
19-07-2020,19-07-2020,Assam,22918,7700,15165.0,53.0,,,
20-07-2020,20-07-2020,Assam,23999,7919,16023.0,57.0,,,
21-07-2020,21-07-2020,Assam,25382,8229,17095.0,58.0,,,
22-07-2020,22-07-2020,Assam,25382,7291,18033.0,58.0,,,
23-07-2020,23-07-2020,Assam,26772,8675,18033.0,64.0,,,
24-07-2020,24-07-2020,Assam,28791,8022,20699.0,70.0,,,
25-07-2020,25-07-2020,Assam,29921,8084,21761.0,76.0,,,
26-07-2020,26-07-2020,Assam,31086,7954,23055.0,77.0,,,
27-07-2020,27-07-2020,Assam,32228,8109,24040.0,79.0,,,
28-07-2020,28-07-2020,Assam,33576,8088,25402.0,86.0,,,
29-07-2020,29-07-2020,Assam,34947,8241,26618.0,88.0,,,
29-07-2020,29-07-2020,Assam,,,,,34968.0,35329.813718250596,34605.471729569814
30-07-2020,30-07-2020,Assam,,,,,35913.0,36436.94393411867,35389.54901130162
31-07-2020,31-07-2020,Assam,,,,,37186.0,37896.923504668484,36476.03516690645
01-08-2020,01-08-2020,Assam,,,,,38701.0,39566.84159127704,37835.932005826704
02-08-2020,02-08-2020,Assam,,,,,40348.0,41414.220180280434,39280.89868199013
03-08-2020,03-08-2020,Assam,,,,,41581.0,42889.888510986144,40271.32212032363
04-08-2020,04-08-2020,Assam,,,,,42520.0,44041.07515817665,40999.9239544107
05-08-2020,05-08-2020,Assam,,,,,43747.0,45502.74138851862,41992.24582769098
06-08-2020,06-08-2020,Assam,,,,,45328.0,47347.19477960581,43308.40398115711
07-08-2020,07-08-2020,Assam,,,,,47005.0,49339.69468361091,44669.5334656029
08-08-2020,08-08-2020,Assam,,,,,48359.0,50997.55672794127,45721.2300589178
09-08-2020,09-08-2020,Assam,,,,,49550.0,52460.35496243265,46640.15668087801
10-08-2020,10-08-2020,Assam,,,,,50857.0,54046.13657249188,47668.73050268052
11-08-2020,11-08-2020,Assam,,,,,52328.0,55833.680745734484,48821.57978034549
12-08-2020,12-08-2020,Assam,,,,,53823.0,57687.76605401067,49957.316917979915
13-08-2020,13-08-2020,Assam,,,,,55254.0,59474.77333830959,51033.01373232223
14-08-2020,14-08-2020,Assam,,,,,56738.0,61300.03420676991,52176.69087269598
15-08-2020,15-08-2020,Assam,,,,,58267.0,63170.346147896846,53362.81083727166
16-08-2020,16-08-2020,Assam,,,,,59723.0,64988.497815105366,54456.95126577046
17-08-2020,17-08-2020,Assam,,,,,61070.0,66716.35667870434,55423.40872841161
18-08-2020,18-08-2020,Assam,,,,,62471.0,68504.02829369689,56437.08461490529
19-08-2020,19-08-2020,Assam,,,,,64073.0,70501.53807835774,57644.95780639922
20-08-2020,20-08-2020,Assam,,,,,65765.0,72598.88260135708,58931.56081451089
21-08-2020,21-08-2020,Assam,,,,,67332.0,74578.20013131776,60086.68283925463
22-08-2020,22-08-2020,Assam,,,,,68733.0,76389.37919440867,61075.712829084005
23-08-2020,23-08-2020,Assam,,,,,70149.0,78219.71908957938,62077.583070667446
24-08-2020,24-08-2020,Assam,,,,,71728.0,80229.32669745856,63225.9345622681
25-08-2020,25-08-2020,Assam,,,,,73412.0,82363.66119199328,64460.369050605
26-08-2020,26-08-2020,Assam,,,,,75062.0,84470.91302599765,65653.13168181239
22-03-2020,22-03-2020,Bihar,2,1,0.0,1.0,,,
23-03-2020,23-03-2020,Bihar,2,1,0.0,1.0,,,
24-03-2020,24-03-2020,Bihar,2,1,0.0,1.0,,,
25-03-2020,25-03-2020,Bihar,3,2,0.0,1.0,,,
26-03-2020,26-03-2020,Bihar,3,2,0.0,1.0,,,
27-03-2020,27-03-2020,Bihar,6,5,0.0,1.0,,,
28-03-2020,28-03-2020,Bihar,9,8,0.0,1.0,,,
29-03-2020,29-03-2020,Bihar,9,8,0.0,1.0,,,
30-03-2020,30-03-2020,Bihar,11,10,0.0,1.0,,,
31-03-2020,31-03-2020,Bihar,15,14,0.0,1.0,,,
01-04-2020,01-04-2020,Bihar,23,22,0.0,1.0,,,
02-04-2020,02-04-2020,Bihar,23,22,0.0,1.0,,,
03-04-2020,03-04-2020,Bihar,24,23,0.0,1.0,,,
04-04-2020,04-04-2020,Bihar,29,28,0.0,1.0,,,
05-04-2020,05-04-2020,Bihar,30,29,0.0,1.0,,,
06-04-2020,06-04-2020,Bihar,30,29,0.0,1.0,,,
07-04-2020,07-04-2020,Bihar,32,31,0.0,1.0,,,
08-04-2020,08-04-2020,Bihar,38,37,0.0,1.0,,,
09-04-2020,09-04-2020,Bihar,38,37,0.0,1.0,,,
10-04-2020,10-04-2020,Bihar,39,38,0.0,1.0,,,
11-04-2020,11-04-2020,Bihar,60,59,0.0,1.0,,,
12-04-2020,12-04-2020,Bihar,63,62,0.0,1.0,,,
13-04-2020,13-04-2020,Bihar,64,44,19.0,1.0,,,
14-04-2020,14-04-2020,Bihar,65,38,26.0,1.0,,,
15-04-2020,15-04-2020,Bihar,66,36,29.0,1.0,,,
16-04-2020,16-04-2020,Bihar,70,40,29.0,1.0,,,
17-04-2020,17-04-2020,Bihar,80,42,37.0,1.0,,,
18-04-2020,18-04-2020,Bihar,83,44,37.0,2.0,,,
19-04-2020,19-04-2020,Bihar,86,47,37.0,2.0,,,
20-04-2020,20-04-2020,Bihar,93,49,42.0,2.0,,,
21-04-2020,21-04-2020,Bihar,113,69,42.0,2.0,,,
22-04-2020,22-04-2020,Bihar,126,82,42.0,2.0,,,
23-04-2020,23-04-2020,Bihar,143,95,46.0,2.0,,,
24-04-2020,24-04-2020,Bihar,153,105,46.0,2.0,,,
25-04-2020,25-04-2020,Bihar,223,175,46.0,2.0,,,
26-04-2020,26-04-2020,Bihar,243,195,46.0,2.0,,,
27-04-2020,27-04-2020,Bihar,274,216,56.0,2.0,,,
28-04-2020,28-04-2020,Bihar,345,286,57.0,2.0,,,
29-04-2020,29-04-2020,Bihar,366,300,64.0,2.0,,,
30-04-2020,30-04-2020,Bihar,392,325,65.0,2.0,,,
01-05-2020,01-05-2020,Bihar,418,334,82.0,2.0,,,
02-05-2020,02-05-2020,Bihar,471,370,98.0,3.0,,,
03-05-2020,03-05-2020,Bihar,481,370,107.0,4.0,,,
04-05-2020,04-05-2020,Bihar,503,374,125.0,4.0,,,
05-05-2020,05-05-2020,Bihar,528,394,130.0,4.0,,,
06-05-2020,06-05-2020,Bihar,536,390,142.0,4.0,,,
07-05-2020,07-05-2020,Bihar,542,350,188.0,4.0,,,
08-05-2020,08-05-2020,Bihar,550,299,246.0,5.0,,,
09-05-2020,09-05-2020,Bihar,571,269,297.0,5.0,,,
10-05-2020,10-05-2020,Bihar,591,264,322.0,5.0,,,
11-05-2020,11-05-2020,Bihar,696,325,365.0,6.0,,,
12-05-2020,12-05-2020,Bihar,747,364,377.0,6.0,,,
13-05-2020,13-05-2020,Bihar,831,442,383.0,6.0,,,
14-05-2020,14-05-2020,Bihar,940,545,388.0,7.0,,,
15-05-2020,15-05-2020,Bihar,994,576,411.0,7.0,,,
16-05-2020,16-05-2020,Bihar,1018,573,438.0,7.0,,,
17-05-2020,17-05-2020,Bihar,1179,719,453.0,7.0,,,
18-05-2020,18-05-2020,Bihar,1262,779,475.0,8.0,,,
19-05-2020,19-05-2020,Bihar,1391,888,494.0,9.0,,,
20-05-2020,20-05-2020,Bihar,1498,955,534.0,9.0,,,
21-05-2020,21-05-2020,Bihar,1674,1093,571.0,10.0,,,
22-05-2020,22-05-2020,Bihar,1982,1378,593.0,11.0,,,
23-05-2020,23-05-2020,Bihar,2177,1537,629.0,11.0,,,
24-05-2020,24-05-2020,Bihar,2380,1716,653.0,11.0,,,
25-05-2020,25-05-2020,Bihar,2587,1872,702.0,13.0,,,
