S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2131,11/06/2020,Ladakh,115,62,52,1
2132,12/06/2020,Ladakh,135,80,54,1
2133,13/06/2020,Ladakh,239,176,62,1
2134,14/06/2020,Ladakh,437,368,68,1
2135,15/06/2020,Ladakh,549,468,80,1
2136,16/06/2020,Ladakh,555,472,82,1
2137,17/06/2020,Ladakh,649,563,85,1
2138,18/06/2020,Ladakh,687,594,92,1
2139,19/06/2020,Ladakh,687,591,95,1
2140,20/06/2020,Ladakh,744,648,95,1
2141,21/06/2020,Ladakh,836,718,117,1
2142,22/06/2020,Ladakh,837,702,134,1
2143,23/06/2020,Ladakh,847,710,136,1
2144,24/06/2020,Ladakh,932,783,148,1
2145,25/06/2020,Ladakh,941,666,274,1
2146,26/06/2020,Ladakh,941,582,358,1
2147,27/06/2020,Ladakh,946,587,358,1
2148,28/06/2020,Ladakh,960,405,554,1
2149,29/06/2020,Ladakh,963,376,586,1
2150,30/06/2020,Ladakh,964,347,616,1
2151,01/07/2020,Ladakh,973,324,648,1
2152,02/07/2020,Ladakh,990,295,694,1
2153,03/07/2020,Ladakh,990,259,730,1
2154,04/07/2020,Ladakh,1001,223,777,1
2155,05/07/2020,Ladakh,1005,178,826,1
2156,06/07/2020,Ladakh,1005,178,826,1
2157,07/07/2020,Ladakh,1005,168,836,1
2158,08/07/2020,Ladakh,1041,204,836,1
2159,09/07/2020,Ladakh,1041,204,836,1
2160,10/07/2020,Ladakh,1055,139,915,1
2161,11/07/2020,Ladakh,1064,146,917,1
2162,12/07/2020,Ladakh,1077,148,928,1
2163,13/07/2020,Ladakh,1086,157,928,1
2164,21/03/2020,Madhya Pradesh,4,4,0,0
2165,22/03/2020,Madhya Pradesh,4,4,0,0
2166,23/03/2020,Madhya Pradesh,6,6,0,0
2167,24/03/2020,Madhya Pradesh,7,7,0,0
2168,25/03/2020,Madhya Pradesh,7,7,0,0
2169,26/03/2020,Madhya Pradesh,15,14,0,1
2170,27/03/2020,Madhya Pradesh,20,19,0,1
2171,28/03/2020,Madhya Pradesh,30,28,0,2
2172,29/03/2020,Madhya Pradesh,30,28,0,2
2173,30/03/2020,Madhya Pradesh,33,31,0,2
2174,31/03/2020,Madhya Pradesh,47,44,0,3
2175,01/04/2020,Madhya Pradesh,47,44,0,3
2176,02/04/2020,Madhya Pradesh,99,93,0,6
2177,03/04/2020,Madhya Pradesh,99,93,0,6
2178,04/04/2020,Madhya Pradesh,104,98,0,6
2179,05/04/2020,Madhya Pradesh,104,98,0,6
2180,06/04/2020,Madhya Pradesh,165,156,0,9
2181,07/04/2020,Madhya Pradesh,165,156,0,9
2182,08/04/2020,Madhya Pradesh,229,216,0,13
2183,09/04/2020,Madhya Pradesh,229,216,0,13
2184,10/04/2020,Madhya Pradesh,259,243,0,16
2185,11/04/2020,Madhya Pradesh,435,402,0,33
2186,12/04/2020,Madhya Pradesh,532,496,0,36
2187,13/04/2020,Madhya Pradesh,564,528,0,36
2188,14/04/2020,Madhya Pradesh,604,517,44,43
2189,15/04/2020,Madhya Pradesh,730,629,51,50
2190,16/04/2020,Madhya Pradesh,987,870,64,53
2191,17/04/2020,Madhya Pradesh,1120,1003,64,53
2192,18/04/2020,Madhya Pradesh,1310,1172,69,69
2193,19/04/2020,Madhya Pradesh,1407,1210,127,70
2194,20/04/2020,Madhya Pradesh,1407,1210,127,70
2195,21/04/2020,Madhya Pradesh,1485,1284,127,74
2196,22/04/2020,Madhya Pradesh,1552,1328,148,76
2197,23/04/2020,Madhya Pradesh,1592,1364,148,80
2198,24/04/2020,Madhya Pradesh,1699,1413,203,83
2199,25/04/2020,Madhya Pradesh,1852,1550,210,92
2200,26/04/2020,Madhya Pradesh,2096,1787,210,99
2201,27/04/2020,Madhya Pradesh,2096,1691,302,103
2202,28/04/2020,Madhya Pradesh,2168,1756,302,110
2203,29/04/2020,Madhya Pradesh,2387,1890,377,120
2204,30/04/2020,Madhya Pradesh,2561,1971,461,129
2205,01/05/2020,Madhya Pradesh,2660,2041,482,137
2206,02/05/2020,Madhya Pradesh,2719,2050,524,145
2207,03/05/2020,Madhya Pradesh,2846,2071,624,151
2208,04/05/2020,Madhya Pradesh,2846,1892,798,156
2209,05/05/2020,Madhya Pradesh,2942,1979,798,165
2210,06/05/2020,Madhya Pradesh,3049,1873,1000,176
2211,07/05/2020,Madhya Pradesh,3138,1854,1099,185
2212,08/05/2020,Madhya Pradesh,3252,1828,1231,193
2213,09/05/2020,Madhya Pradesh,3341,1792,1349,200
2214,10/05/2020,Madhya Pradesh,3614,1723,1676,215
2215,11/05/2020,Madhya Pradesh,3614,1723,1676,215
2216,12/05/2020,Madhya Pradesh,3785,1817,1747,221
2217,13/05/2020,Madhya Pradesh,3986,1901,1860,225
2218,14/05/2020,Madhya Pradesh,4173,1937,2004,232
2219,15/05/2020,Madhya Pradesh,4426,2018,2171,237
2220,16/05/2020,Madhya Pradesh,4595,2073,2283,239
2221,17/05/2020,Madhya Pradesh,4789,2231,2315,243
2222,18/05/2020,Madhya Pradesh,4977,2326,2403,248
2223,19/05/2020,Madhya Pradesh,5236,2549,2435,252
2224,20/05/2020,Madhya Pradesh,5465,2577,2630,258
2225,21/05/2020,Madhya Pradesh,5735,2735,2733,267
2226,22/05/2020,Madhya Pradesh,5981,2868,2843,270
2227,23/05/2020,Madhya Pradesh,6170,2809,3089,272
2228,24/05/2020,Madhya Pradesh,6371,2823,3267,281
2229,25/05/2020,Madhya Pradesh,6665,2967,3408,290
2230,26/05/2020,Madhya Pradesh,6859,2988,3571,300
2231,27/05/2020,Madhya Pradesh,7024,3030,3689,305
2232,28/05/2020,Madhya Pradesh,7261,3021,3927,313
2233,29/05/2020,Madhya Pradesh,7453,3082,4050,321
2234,30/05/2020,Madhya Pradesh,7645,3042,4269,334
2235,31/05/2020,Madhya Pradesh,7891,3104,4444,343
2236,01/06/2020,Madhya Pradesh,8089,2897,4842,350
2237,02/06/2020,Madhya Pradesh,8283,2922,5003,358
2238,03/06/2020,Madhya Pradesh,8420,2835,5221,364
2239,04/06/2020,Madhya Pradesh,8588,2772,5445,371
2240,05/06/2020,Madhya Pradesh,8762,2748,5637,377
2241,06/06/2020,Madhya Pradesh,8996,2734,5878,384
2242,07/06/2020,Madhya Pradesh,9228,2721,6108,399
2243,08/06/2020,Madhya Pradesh,9401,2658,6331,412
2244,09/06/2020,Madhya Pradesh,9638,2688,6536,414
2245,10/06/2020,Madhya Pradesh,9849,2700,6729,420
2246,11/06/2020,Madhya Pradesh,10049,2730,6892,427
2247,12/06/2020,Madhya Pradesh,10241,2768,7042,431
2248,13/06/2020,Madhya Pradesh,10443,2802,7201,440
2249,14/06/2020,Madhya Pradesh,10641,2817,7377,447
2250,15/06/2020,Madhya Pradesh,10802,2666,7677,459
2251,16/06/2020,Madhya Pradesh,10935,2567,7903,465
2252,17/06/2020,Madhya Pradesh,11083,2455,8152,476
2253,18/06/2020,Madhya Pradesh,11244,2374,8388,482
2254,19/06/2020,Madhya Pradesh,11426,2308,8632,486
2255,20/06/2020,Madhya Pradesh,11582,2339,8748,495
2256,21/06/2020,Madhya Pradesh,11724,2343,8880,501
2257,22/06/2020,Madhya Pradesh,11903,2373,9015,515
2258,23/06/2020,Madhya Pradesh,12078,2342,9215,521
2259,24/06/2020,Madhya Pradesh,12261,2401,9335,525
2260,25/06/2020,Madhya Pradesh,12448,2441,9473,534
2261,26/06/2020,Madhya Pradesh,12596,2435,9619,542
2262,27/06/2020,Madhya Pradesh,12798,2448,9804,546
2263,28/06/2020,Madhya Pradesh,12965,2444,9971,550
2264,29/06/2020,Madhya Pradesh,13186,2545,10084,557
2265,30/06/2020,Madhya Pradesh,13370,2607,10199,564
2266,01/07/2020,Madhya Pradesh,13593,2626,10395,572
2267,02/07/2020,Madhya Pradesh,13861,2625,10655,581
2268,03/07/2020,Madhya Pradesh,14106,2702,10815,589
2269,04/07/2020,Madhya Pradesh,14297,2655,11049,593
2270,05/07/2020,Madhya Pradesh,14604,2772,11234,598
2271,06/07/2020,Madhya Pradesh,14930,2911,11411,608
2272,07/07/2020,Madhya Pradesh,15284,3088,11579,617
2273,08/07/2020,Madhya Pradesh,15627,3237,11768,622
2274,09/07/2020,Madhya Pradesh,16036,3420,11987,629
2275,10/07/2020,Madhya Pradesh,16341,3475,12232,634
2276,11/07/2020,Madhya Pradesh,16657,3538,12481,638
2277,12/07/2020,Madhya Pradesh,17201,3878,12679,644
2278,13/07/2020,Madhya Pradesh,17632,4103,12876,653
2279,12/03/2020,Maharashtra,11,11,0,0
2280,13/03/2020,Maharashtra,11,11,0,0
2281,14/03/2020,Maharashtra,14,14,0,0
2282,15/03/2020,Maharashtra,31,31,0,0
2283,16/03/2020,Maharashtra,32,32,0,0
2284,17/03/2020,Maharashtra,39,38,0,1
2285,18/03/2020,Maharashtra,41,40,0,1
2286,19/03/2020,Maharashtra,45,44,0,1
2287,20/03/2020,Maharashtra,47,46,0,1
2288,21/03/2020,Maharashtra,52,51,0,1
2289,22/03/2020,Maharashtra,67,65,0,2
2290,23/03/2020,Maharashtra,74,72,0,2
2291,24/03/2020,Maharashtra,87,85,0,2
2292,25/03/2020,Maharashtra,89,87,0,2
2293,26/03/2020,Maharashtra,124,120,1,3
2294,27/03/2020,Maharashtra,130,111,15,4
2295,28/03/2020,Maharashtra,180,150,25,5
2296,29/03/2020,Maharashtra,186,155,25,6
2297,30/03/2020,Maharashtra,193,160,25,8
2298,31/03/2020,Maharashtra,216,168,39,9
2299,01/04/2020,Maharashtra,302,254,39,9
2300,02/04/2020,Maharashtra,335,280,42,13
2301,03/04/2020,Maharashtra,335,277,42,16
2302,04/04/2020,Maharashtra,423,362,42,19
2303,05/04/2020,Maharashtra,490,424,42,24
2304,06/04/2020,Maharashtra,690,603,42,45
2305,07/04/2020,Maharashtra,748,647,56,45
2306,08/04/2020,Maharashtra,1018,875,79,64
2307,09/04/2020,Maharashtra,1135,946,117,72
2308,10/04/2020,Maharashtra,1364,1142,125,97
2309,11/04/2020,Maharashtra,1574,1276,188,110
2310,12/04/2020,Maharashtra,1761,1426,208,127
2311,13/04/2020,Maharashtra,1985,1619,217,149
2312,14/04/2020,Maharashtra,2334,1957,217,160
2313,15/04/2020,Maharashtra,2687,2250,259,178
2314,16/04/2020,Maharashtra,2916,2434,295,187
2315,17/04/2020,Maharashtra,3205,2711,300,194
2316,18/04/2020,Maharashtra,3323,2791,331,201
2317,19/04/2020,Maharashtra,3651,3075,365,211
2318,20/04/2020,Maharashtra,4203,3473,507,223
2319,21/04/2020,Maharashtra,4666,3862,572,232
2320,22/04/2020,Maharashtra,5218,4245,722,251
2321,23/04/2020,Maharashtra,5652,4594,789,269
2322,24/04/2020,Maharashtra,6430,5307,840,283
2323,25/04/2020,Maharashtra,6817,5676,840,301
2324,26/04/2020,Maharashtra,7628,6229,1076,323
2325,27/04/2020,Maharashtra,8068,6650,1076,342
2326,28/04/2020,Maharashtra,8590,6939,1282,369
2327,29/04/2020,Maharashtra,9318,7530,1388,400
2328,30/04/2020,Maharashtra,9915,7890,1593,432
2329,01/05/2020,Maharashtra,10498,8266,1773,459
2330,02/05/2020,Maharashtra,11506,9142,1879,485
2331,03/05/2020,Maharashtra,12296,9775,2000,521
2332,04/05/2020,Maharashtra,12974,10311,2115,548
2333,05/05/2020,Maharashtra,14541,11493,2465,583
2334,06/05/2020,Maharashtra,15525,12089,2819,617
2335,07/05/2020,Maharashtra,16758,13013,3094,651
2336,08/05/2020,Maharashtra,17974,13979,3301,694
2337,09/05/2020,Maharashtra,19063,14862,3470,731
2338,10/05/2020,Maharashtra,20228,15649,3800,779
2339,11/05/2020,Maharashtra,22171,17140,4199,832
2340,12/05/2020,Maharashtra,23401,17747,4786,868
2341,13/05/2020,Maharashtra,24427,18381,5125,921
2342,14/05/2020,Maharashtra,25922,19400,5547,975
2343,15/05/2020,Maharashtra,27524,20446,6059,1019
2344,16/05/2020,Maharashtra,29100,21468,6564,1068
2345,17/05/2020,Maharashtra,30706,22483,7088,1135
2346,18/05/2020,Maharashtra,33053,24167,7688,1198
2347,19/05/2020,Maharashtra,35058,25372,8437,1249
2348,20/05/2020,Maharashtra,37136,26172,9639,1325
2349,21/05/2020,Maharashtra,39297,27589,10318,1390
2350,22/05/2020,Maharashtra,41642,28462,11726,1454
2351,23/05/2020,Maharashtra,44582,30482,12583,1517
2352,24/05/2020,Maharashtra,47190,32209,13404,1577
2353,25/05/2020,Maharashtra,50231,33996,14600,1635
2354,26/05/2020,Maharashtra,52667,35186,15786,1695
2355,27/05/2020,Maharashtra,54758,36012,16954,1792
2356,28/05/2020,Maharashtra,56948,37133,17918,1897
2357,29/05/2020,Maharashtra,59546,38948,18616,1982
2358,30/05/2020,Maharashtra,62228,33133,26997,2098
2359,31/05/2020,Maharashtra,65168,34890,28081,2197
2360,01/06/2020,Maharashtra,67655,36040,29329,2286
2361,02/06/2020,Maharashtra,70013,37543,30108,2362
2362,03/06/2020,Maharashtra,72300,38502,31333,2465
2363,04/06/2020,Maharashtra,74860,39944,32329,2587
2364,05/06/2020,Maharashtra,77793,41402,33681,2710
2365,06/06/2020,Maharashtra,80229,42224,35156,2849
2366,07/06/2020,Maharashtra,82968,42609,37390,2969
2367,08/06/2020,Maharashtra,85975,43601,39314,3060
2368,09/06/2020,Maharashtra,88528,44384,40975,3169
2369,10/06/2020,Maharashtra,90787,44860,42638,3289
2370,11/06/2020,Maharashtra,94041,46086,44517,3438
2371,12/06/2020,Maharashtra,97648,47980,46078,3590
2372,13/06/2020,Maharashtra,101141,49628,47796,3717
2373,14/06/2020,Maharashtra,104568,51392,49346,3830
2374,15/06/2020,Maharashtra,107958,53030,50978,3950
2375,16/06/2020,Maharashtra,110744,50567,56049,4128
2376,17/06/2020,Maharashtra,113445,50057,57851,5537
2377,18/06/2020,Maharashtra,116752,51935,59166,5651
2378,19/06/2020,Maharashtra,120504,53915,60838,5751
2379,20/06/2020,Maharashtra,124331,55665,62773,5893
2380,21/06/2020,Maharashtra,128205,58068,64153,5984
2381,22/06/2020,Maharashtra,132075,60161,65744,6170
2382,23/06/2020,Maharashtra,135796,61807,67706,6283
2383,24/06/2020,Maharashtra,139010,62848,69631,6531
2384,25/06/2020,Maharashtra,142900,62369,73792,6739
2385,26/06/2020,Maharashtra,147741,63357,77453,6931
2386,27/06/2020,Maharashtra,152765,65844,79815,7106
2387,28/06/2020,Maharashtra,159133,67615,84245,7273
2388,29/06/2020,Maharashtra,164626,70622,86575,7429
2389,30/06/2020,Maharashtra,169883,73313,88960,7610
2390,01/07/2020,Maharashtra,174761,75995,90911,7855
2391,02/07/2020,Maharashtra,180298,79091,93154,8053
2392,03/07/2020,Maharashtra,186626,77276,101172,8178
2393,04/07/2020,Maharashtra,192990,79927,104687,8376
2394,05/07/2020,Maharashtra,200064,83311,108082,8671
2395,06/07/2020,Maharashtra,206619,86057,111740,8822
2396,07/07/2020,Maharashtra,211987,87699,115262,9026
2397,08/07/2020,Maharashtra,217121,89313,118558,9250
2398,09/07/2020,Maharashtra,223724,91084,123192,9448
2399,10/07/2020,Maharashtra,230599,93673,127259,9667
2400,11/07/2020,Maharashtra,238461,95943,132625,9893
2401,12/07/2020,Maharashtra,246600,99499,136985,10116
2402,13/07/2020,Maharashtra,254427,103813,140325,10289
2403,25/03/2020,Manipur,1,1,0,0
2404,26/03/2020,Manipur,1,1,0,0
2405,27/03/2020,Manipur,1,1,0,0
2406,28/03/2020,Manipur,1,1,0,0
2407,29/03/2020,Manipur,1,1,0,0
2408,30/03/2020,Manipur,1,1,0,0
2409,31/03/2020,Manipur,1,1,0,0
2410,01/04/2020,Manipur,1,1,0,0
2411,02/04/2020,Manipur,1,1,0,0
2412,03/04/2020,Manipur,2,2,0,0
2413,04/04/2020,Manipur,2,2,0,0
2414,05/04/2020,Manipur,2,2,0,0
2415,06/04/2020,Manipur,2,2,0,0
2416,07/04/2020,Manipur,2,2,0,0
2417,08/04/2020,Manipur,2,2,0,0
2418,09/04/2020,Manipur,1,0,1,0
2419,10/04/2020,Manipur,2,1,1,0
2420,11/04/2020,Manipur,2,1,1,0
2421,12/04/2020,Manipur,2,1,1,0
2422,13/04/2020,Manipur,2,1,1,0
2423,14/04/2020,Manipur,2,1,1,0
2424,15/04/2020,Manipur,2,1,1,0
2425,16/04/2020,Manipur,2,1,1,0
2426,17/04/2020,Manipur,2,1,1,0
2427,18/04/2020,Manipur,2,1,1,0
2428,19/04/2020,Manipur,2,1,1,0
2429,20/04/2020,Manipur,2,1,1,0
2430,21/04/2020,Manipur,2,0,2,0
2431,22/04/2020,Manipur,2,0,2,0
2432,23/04/2020,Manipur,2,0,2,0
2433,24/04/2020,Manipur,2,0,2,0
2434,25/04/2020,Manipur,2,0,2,0
2435,26/04/2020,Manipur,2,0,2,0
2436,27/04/2020,Manipur,2,0,2,0
2437,28/04/2020,Manipur,2,0,2,0
2438,29/04/2020,Manipur,2,0,2,0
2439,30/04/2020,Manipur,2,0,2,0
2440,01/05/2020,Manipur,2,0,2,0
2441,02/05/2020,Manipur,2,0,2,0
2442,03/05/2020,Manipur,2,0,2,0
2443,04/05/2020,Manipur,2,0,2,0
2444,05/05/2020,Manipur,2,0,2,0
2445,06/05/2020,Manipur,2,0,2,0
2446,07/05/2020,Manipur,2,0,2,0
2447,08/05/2020,Manipur,2,0,2,0
2448,09/05/2020,Manipur,2,0,2,0
2449,10/05/2020,Manipur,2,0,2,0
2450,11/05/2020,Manipur,2,0,2,0
2451,12/05/2020,Manipur,2,0,2,0
2452,13/05/2020,Manipur,2,0,2,0
2453,14/05/2020,Manipur,2,0,2,0
2454,15/05/2020,Manipur,3,1,2,0
2455,16/05/2020,Manipur,3,1,2,0
2456,17/05/2020,Manipur,7,5,2,0
2457,18/05/2020,Manipur,7,5,2,0
2458,19/05/2020,Manipur,7,5,2,0
2459,20/05/2020,Manipur,9,7,2,0
2460,21/05/2020,Manipur,25,23,2,0
2461,22/05/2020,Manipur,25,23,2,0
2462,23/05/2020,Manipur,26,24,2,0
2463,24/05/2020,Manipur,29,25,4,0
2464,25/05/2020,Manipur,32,28,4,0
2465,26/05/2020,Manipur,39,35,4,0
2466,27/05/2020,Manipur,39,35,4,0
2467,28/05/2020,Manipur,44,40,4,0
2468,29/05/2020,Manipur,55,50,5,0
2469,30/05/2020,Manipur,59,51,8,0
2470,31/05/2020,Manipur,62,54,8,0
2471,01/06/2020,Manipur,71,60,11,0
2472,02/06/2020,Manipur,83,72,11,0
2473,03/06/2020,Manipur,89,75,14,0
2474,04/06/2020,Manipur,118,80,38,0
2475,05/06/2020,Manipur,124,86,38,0
2476,06/06/2020,Manipur,132,91,41,0
2477,07/06/2020,Manipur,157,105,52,0
2478,08/06/2020,Manipur,172,120,52,0
2479,09/06/2020,Manipur,272,214,58,0
2480,10/06/2020,Manipur,304,243,61,0
2481,11/06/2020,Manipur,311,248,63,0
2482,12/06/2020,Manipur,366,293,73,0
2483,13/06/2020,Manipur,385,308,77,0
2484,14/06/2020,Manipur,449,358,91,0
2485,15/06/2020,Manipur,458,367,91,0
2486,16/06/2020,Manipur,490,339,151,0
2487,17/06/2020,Manipur,500,341,159,0
2488,18/06/2020,Manipur,552,360,192,0
2489,19/06/2020,Manipur,606,407,199,0
2490,20/06/2020,Manipur,681,463,218,0
2491,21/06/2020,Manipur,777,545,232,0
2492,22/06/2020,Manipur,841,591,250,0
2493,23/06/2020,Manipur,898,648,250,0
2494,24/06/2020,Manipur,921,663,258,0
2495,25/06/2020,Manipur,970,642,328,0
2496,26/06/2020,Manipur,1056,702,354,0
2497,27/06/2020,Manipur,1075,682,393,0
2498,28/06/2020,Manipur,1092,660,432,0
2499,29/06/2020,Manipur,1185,730,455,0
2500,30/06/2020,Manipur,1227,733,494,0
2501,01/07/2020,Manipur,1234,681,553,0
2502,02/07/2020,Manipur,1260,681,579,0
2503,03/07/2020,Manipur,1279,662,617,0
2504,04/07/2020,Manipur,1316,677,639,0
2505,05/07/2020,Manipur,1325,658,667,0
2506,06/07/2020,Manipur,1366,678,688,0
2507,07/07/2020,Manipur,1390,656,734,0
2508,08/07/2020,Manipur,1430,659,771,0
2509,09/07/2020,Manipur,1435,642,793,0
2510,10/07/2020,Manipur,1450,651,799,0
2511,11/07/2020,Manipur,1582,750,832,0
2512,12/07/2020,Manipur,1593,750,843,0
2513,13/07/2020,Manipur,1609,713,896,0
2514,15/04/2020,Meghalaya,1,1,0,0
2515,16/04/2020,Meghalaya,7,6,0,1
2516,17/04/2020,Meghalaya,7,6,0,1
2517,18/04/2020,Meghalaya,9,8,0,1
2518,19/04/2020,Meghalaya,11,10,0,1
2519,20/04/2020,Meghalaya,11,10,0,1
2520,21/04/2020,Meghalaya,11,10,0,1
2521,22/04/2020,Meghalaya,12,11,0,1
2522,23/04/2020,Meghalaya,12,11,0,1
2523,24/04/2020,Meghalaya,12,11,0,1
2524,25/04/2020,Meghalaya,12,11,0,1
2525,26/04/2020,Meghalaya,12,11,0,1
2526,27/04/2020,Meghalaya,12,11,0,1
2527,28/04/2020,Meghalaya,12,11,0,1
2528,29/04/2020,Meghalaya,12,11,0,1
2529,30/04/2020,Meghalaya,12,11,0,1
2530,01/05/2020,Meghalaya,12,11,0,1
2531,02/05/2020,Meghalaya,12,11,0,1
2532,03/05/2020,Meghalaya,12,11,0,1
2533,04/05/2020,Meghalaya,12,11,0,1
2534,05/05/2020,Meghalaya,12,11,0,1
2535,06/05/2020,Meghalaya,12,1,10,1
2536,07/05/2020,Meghalaya,12,1,10,1
2537,08/05/2020,Meghalaya,12,1,10,1
2538,09/05/2020,Meghalaya,12,1,10,1
2539,10/05/2020,Meghalaya,13,2,10,1
2540,11/05/2020,Meghalaya,13,2,10,1
2541,12/05/2020,Meghalaya,13,2,10,1
2542,13/05/2020,Meghalaya,13,2,10,1
2543,14/05/2020,Meghalaya,13,2,10,1
2544,15/05/2020,Meghalaya,13,1,11,1
2545,16/05/2020,Meghalaya,13,1,11,1
2546,17/05/2020,Meghalaya,13,1,11,1
2547,18/05/2020,Meghalaya,13,1,11,1
2548,19/05/2020,Meghalaya,13,1,11,1
2549,20/05/2020,Meghalaya,13,0,12,1
2550,21/05/2020,Meghalaya,14,1,12,1
2551,22/05/2020,Meghalaya,14,1,12,1
2552,23/05/2020,Meghalaya,14,1,12,1
2553,24/05/2020,Meghalaya,14,1,12,1
2554,25/05/2020,Meghalaya,14,1,12,1
2555,26/05/2020,Meghalaya,14,1,12,1
2556,27/05/2020,Meghalaya,15,2,12,1
2557,28/05/2020,Meghalaya,20,7,12,1
2558,29/05/2020,Meghalaya,21,8,12,1
2559,30/05/2020,Meghalaya,27,14,12,1
2560,31/05/2020,Meghalaya,27,14,12,1
2561,01/06/2020,Meghalaya,27,14,12,1
2562,02/06/2020,Meghalaya,27,14,12,1
2563,03/06/2020,Meghalaya,27,14,12,1
2564,04/06/2020,Meghalaya,33,19,13,1
2565,05/06/2020,Meghalaya,33,19,13,1
2566,06/06/2020,Meghalaya,33,19,13,1
2567,07/06/2020,Meghalaya,33,19,13,1
2568,08/06/2020,Meghalaya,36,22,13,1
2569,09/06/2020,Meghalaya,36,22,13,1
2570,10/06/2020,Meghalaya,43,29,13,1
2571,11/06/2020,Meghalaya,44,30,13,1
2572,12/06/2020,Meghalaya,44,25,18,1
2573,13/06/2020,Meghalaya,44,21,22,1
2574,14/06/2020,Meghalaya,44,21,22,1
2575,15/06/2020,Meghalaya,44,18,25,1
2576,16/06/2020,Meghalaya,44,18,25,1
2577,17/06/2020,Meghalaya,44,18,25,1
2578,18/06/2020,Meghalaya,44,13,30,1
2579,19/06/2020,Meghalaya,44,13,30,1
2580,20/06/2020,Meghalaya,44,10,33,1
2581,21/06/2020,Meghalaya,44,10,33,1
2582,22/06/2020,Meghalaya,44,10,33,1
2583,23/06/2020,Meghalaya,44,6,37,1
2584,24/06/2020,Meghalaya,46,8,37,1
2585,25/06/2020,Meghalaya,46,3,42,1
2586,26/06/2020,Meghalaya,46,3,42,1
2587,27/06/2020,Meghalaya,47,4,42,1
2588,28/06/2020,Meghalaya,47,4,42,1
2589,29/06/2020,Meghalaya,47,4,42,1
2590,30/06/2020,Meghalaya,47,4,42,1
2591,01/07/2020,Meghalaya,52,9,42,1
2592,02/07/2020,Meghalaya,52,9,42,1
2593,03/07/2020,Meghalaya,56,13,42,1
2594,04/07/2020,Meghalaya,62,18,43,1
2595,05/07/2020,Meghalaya,62,18,43,1
2596,06/07/2020,Meghalaya,62,18,43,1
2597,07/07/2020,Meghalaya,80,36,43,1
2598,08/07/2020,Meghalaya,80,36,43,1
2599,09/07/2020,Meghalaya,80,36,43,1
2600,10/07/2020,Meghalaya,113,45,66,2
2601,11/07/2020,Meghalaya,207,139,66,2
2602,12/07/2020,Meghalaya,207,139,66,2
2603,13/07/2020,Meghalaya,306,238,66,2
2604,26/03/2020,Mizoram,1,1,0,0
2605,27/03/2020,Mizoram,1,1,0,0
2606,28/03/2020,Mizoram,1,1,0,0
2607,29/03/2020,Mizoram,1,1,0,0
2608,30/03/2020,Mizoram,1,1,0,0
2609,31/03/2020,Mizoram,1,1,0,0
2610,01/04/2020,Mizoram,1,1,0,0
2611,02/04/2020,Mizoram,1,1,0,0
2612,03/04/2020,Mizoram,1,1,0,0
2613,04/04/2020,Mizoram,1,1,0,0
2614,05/04/2020,Mizoram,1,1,0,0
2615,06/04/2020,Mizoram,1,1,0,0
2616,07/04/2020,Mizoram,1,1,0,0
2617,08/04/2020,Mizoram,1,1,0,0
2618,09/04/2020,Mizoram,1,1,0,0
2619,10/04/2020,Mizoram,1,1,0,0
2620,11/04/2020,Mizoram,1,1,0,0
2621,12/04/2020,Mizoram,1,1,0,0
2622,13/04/2020,Mizoram,1,1,0,0
2623,14/04/2020,Mizoram,1,1,0,0
2624,15/04/2020,Mizoram,1,1,0,0
2625,16/04/2020,Mizoram,1,1,0,0
2626,17/04/2020,Mizoram,1,1,0,0
2627,18/04/2020,Mizoram,1,1,0,0
2628,19/04/2020,Mizoram,1,1,0,0
2629,20/04/2020,Mizoram,1,1,0,0
2630,21/04/2020,Mizoram,1,1,0,0
2631,22/04/2020,Mizoram,1,1,0,0
2632,23/04/2020,Mizoram,1,1,0,0
2633,24/04/2020,Mizoram,1,1,0,0
2634,25/04/2020,Mizoram,1,1,0,0
2635,26/04/2020,Mizoram,1,1,0,0
2636,27/04/2020,Mizoram,1,1,0,0
2637,28/04/2020,Mizoram,1,1,0,0
2638,29/04/2020,Mizoram,1,1,0,0
2639,30/04/2020,Mizoram,1,1,0,0
2640,01/05/2020,Mizoram,1,1,0,0
2641,02/05/2020,Mizoram,1,1,0,0
2642,03/05/2020,Mizoram,1,1,0,0
2643,04/05/2020,Mizoram,1,1,0,0
2644,05/05/2020,Mizoram,1,1,0,0
2645,06/05/2020,Mizoram,1,1,0,0
2646,07/05/2020,Mizoram,1,1,0,0
2647,08/05/2020,Mizoram,1,1,0,0
2648,09/05/2020,Mizoram,1,1,0,0
2649,10/05/2020,Mizoram,1,0,1,0
2650,11/05/2020,Mizoram,1,0,1,0
2651,12/05/2020,Mizoram,1,0,1,0
2652,13/05/2020,Mizoram,1,0,1,0
2653,14/05/2020,Mizoram,1,0,1,0
2654,15/05/2020,Mizoram,1,0,1,0
2655,16/05/2020,Mizoram,1,0,1,0
2656,17/05/2020,Mizoram,1,0,1,0
2657,18/05/2020,Mizoram,1,0,1,0
2658,19/05/2020,Mizoram,1,0,1,0
2659,20/05/2020,Mizoram,1,0,1,0
2660,21/05/2020,Mizoram,1,0,1,0
2661,22/05/2020,Mizoram,1,0,1,0
2662,23/05/2020,Mizoram,1,0,1,0
2663,24/05/2020,Mizoram,1,0,1,0
